,GHGRP ID,Landfill ID,Landfill Name,State,Landfill Alias,Physical Address,City,County,Zip Code,Latitude,Longitude,Composting?,Ownership Type,Landfill Owner Organization(s),Landfill Operator Organization,Year Landfill Opened,Landfill Closure Year,Current Landfill Status,Design Landfill Area (acres),Current Landfill Area (acres),Design Landfill Depth (feet),Current Landfill Depth (feet),Landfill Design Capacity (tons),Waste in Place (tons),Waste in Place Year,Annual Waste Acceptance Rate (tons per year),Annual Waste Acceptance Year,Does LF Recirculate Leachate?,Leachate Recirc Frequency (Past 10 Yrs),Permitted as RD&D LF?,LFG Generated (mmscfd),LFG Collection System In Place?,LFG Collected (mmscfd),LFG Collected Year,Percent Methane,Flares in Place?,Number of Flares,LFG Flared (mmscfd),LFG Flared Year,Gas Collection System Comments,GHG QUANTITY (METRIC TONS CO2e),SUBPARTS,LFG Generated (mmscfy),LFG Collected (mmscfy),CH4 Generated (mmscfy),CH4 Collected (mmscfy),CH4 Generated (metric tons per year),CH4 Collected (metric tons per year),CO2e Generated (metric tons per year),CO2e Collected (metric tons per year),Generated CO2e Intensity,Collected CO2e Intensity
858,1007960.0,1274,Wayne Township LF,PA,Clinton County Landfill,264 Landfill Lane,Lock Haven,Clinton,17745,41.1619,-77.345,No,Public,"Clinton County Solid Waste Authority, PA","Clinton County Solid Waste Authority, PA",1974.0,2048.0,Open,219.0,108.2,,,18808679.0,5091603,2022.0,243553,2022.0,Yes,Occasionally but not every year,No,2.449,Yes,1.562,2022.0,48.0,Yes,1.0,1.562,2022.0,"9/10-55 gas collection points.; 2012-69 wells, system capacity=2500 acfm.",128651,"C,HH",893.885,570.13,429.0648,273.6624,8238.04416,5254.31808,230665.23648,147120.90624,1.7929533115172054,1.143565974924408
387,1002996.0,533,Caldwell LF,IN,CGS Landfill,"11380 N 300 E
2920 E. US 52",Morristown,Shelby,46161,39.686,-85.723,Yes,Private,WM,,1970.0,2044.0,Open,,83.5,,,33476420.0,8759589,2022.0,619695,2022.0,No,Occasionally but not every year,No,2.18,Yes,0.648,2022.0,53.8,Yes,,0.648,2022.0,2012-Passive vents/flares only.; 1/23-Flare permitted July 2021.,1086339,"C,HH",795.7,236.52,428.0866,127.24775999999999,8219.262719999999,2443.1569919999997,230139.35615999997,68408.39577599999,0.2118485630728529,0.06297149948220582
649,1003035.0,1074,Tuscarora Long-Term Regional Landfill,NC,CRSWMA-Regional LF,7400 Old Highway 70 West,New Bern,Craven,28562,35.16296,-77.22612,No,Public,"Coastal Environmental Partnership, NC","Coastal Environmental Partnership, NC",1994.0,2049.0,Open,101.0,58.0,230.0,210.0,8438421.0,5590456,2022.0,229424,2022.0,No,Not used,No,2.242,Yes,1.645,2022.0,50.8,Yes,1.0,0.227,2022.0,"9/10-43 wells over 40.7 acres, gas collection began in 1999, 1 open flare.; 2012-50 wells, system capacity=2000 acfm.",129028,HH,818.33,600.425,415.71164000000005,305.0159,7981.663488,5856.30528,223486.577664,163976.54783999998,1.7320781354744708,1.2708601841460767
573,1005518.0,827,Black Oak Landfill,MO,Hartville SLF; Black Oak Recycling & Disposal SLF,5054 Highway HH,Hartville,Wright,65667,37.2398,-92.4585,No,Private,GFL Environmental USA Inc.,,1989.0,2031.0,Open,82.0,61.6,125.0,80.0,,7972725,2022.0,332522,2022.0,No,Not used,No,2.223,Yes,1.298,2022.0,51.2,Yes,1.0,0.04,2022.0,"2012-29 wells, system capacity=3000 acfm, passive vents/flares too.",33631,HH,811.395,473.77000000000004,415.43424,242.57024,7976.337407999999,4657.348608,223337.44742399998,130405.761024,6.640820892153073,3.8775463418869496
878,1006090.0,2096,Hickory Hill MSWLF,SC,,2621 Lowcountry Drive,Ridgeland,Jasper,29936,32.397979,-80.925252,No,Private,WM,WM,1982.0,2027.0,Open,,100.8,,79.0,9742568.0,8039645,2022.0,225457,2022.0,No,Not used,No,2.67,Yes,1.878,2022.0,42.6,Yes,1.0,1.878,2022.0,"9/10-70 wells over 30 acres, system installed in 2004, 1 open flare.; 2012-79 wells, system capacity=2600 scfm, passive vents/flares too.",23274,"C,HH",974.55,685.4699999999999,415.1583,292.01021999999995,7971.03936,5606.596223999999,223189.10207999998,156984.69427199996,9.589632296983758,6.745067211136889
21,1006957.0,18,North Montgomery SLF MSWLF,AL,,115 Division Street,Montgomery,Montgomery,36104,32.4131,-86.3245,No,Public,"City of Montgomery, AL","City of Montgomery, AL",1969.0,2040.0,Open,348.0,48.7,,,,11321607,2022.0,147265,2022.0,No,Not used,No,2.47,Yes,0.473,2022.0,46.0,Yes,1.0,0.473,2022.0,"4/05-Flare is used 1-2 days/month on average for pressure regulation and when the end user is not running.; 10/11-Total of 64 wells installed as of 2008.; 2012-79 wells, system capacity=1500 acfm.",132052,HH,901.5500000000001,172.64499999999998,414.713,79.41669999999999,7962.4896,1524.8006399999997,222949.7088,42694.41791999999,1.6883478387301971,0.32331519340865716
110,1003202.0,150,Fairmead Solid Waste Disposal Site,CA,,21739 Road 19,Chowchilla,Madera,93610,37.06468,-120.1991,No,Public,"Madera County, CA",Redrock Environmental Group,1971.0,2048.0,Open,121.2,85.0,,75.0,15926354.0,5473770,2022.0,223063,2022.0,Yes,Occasionally but not every year,No,2.469,Yes,0.976,2022.0,46.0,Yes,2.0,0.976,2022.0,"2010-38 wells, system capacity=1000 acfm.",66764,HH,901.185,356.24,414.5451,163.87040000000002,7959.26592,3146.3116800000003,222859.44576,88096.72704000001,3.338018179857408,1.319524399976035
860,1000291.0,11721,Westmoreland Waste SLF LLC,PA,,"900 Tyrol Boulevard
111 Conner Lane",Belle Vernon,Westmoreland,15012,40.1443,-79.8593,No,Private,Noble Environmental,Westmoreland Waste LLC,1965.0,2055.0,Open,270.0,56.1,,,29292041.0,7325057,2022.0,322002,2022.0,No,Not used,No,2.045,Yes,1.551,2022.0,55.3,Yes,2.0,,,"9/10-46 gas collection points (indicated 22 waste & 24 soil).; 2012-54 wells, system capacity=5500 acfm.",48153,HH,746.425,566.115,412.7730249999999,313.06159499999995,7925.242079999998,6010.782623999999,221906.77823999996,168301.91347199996,4.608368704753597,3.4951490763192314
923,1007357.0,1490,Abilene Regional Landfill,TX,BFI - Abilene Landfill,FM 277 / 83 & FM 3034,Abilene,Jones,79601,32.535,-99.7535,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1982.0,2228.0,Open,368.0,114.1,90.0,,69106954.0,8364304,2022.0,211843,2022.0,No,Not used,No,3.177,Yes,1.451,2022.0,35.5,Yes,,1.451,2022.0,"2010-53 wells, system capacity=3500 acfm.",200853,HH,1159.605,529.615,411.65977499999997,188.01332499999998,7903.867679999999,3609.8558399999997,221308.29504,101075.96351999999,1.1018421185643232,0.5032335266090125
897,1005281.0,1332,Bi-County LF,TN,Clarksville/ Montgomery & Stewart County LF,3212 Dover Road,Woodlawn,Montgomery,37191,36.5387,-87.5448,No,Public,"Bi-County Solid Waste Management Systems, TN","Montgomery County, TN",1975.0,2030.0,Open,148.0,101.2,,180.0,7694507.0,6826323,2022.0,374967,2022.0,No,Not used,No,2.39,Yes,1.131,2022.0,47.0,Yes,,0.26,2022.0,"10/05-Old cell had active system but now passive due to low LFG flow, 6-8 flares in old cell.; 6/11-New cell: Put in 21 wells (& tied to 2 clean-outs) in 6/10 and flare in 10/10.; 2012-System capacity=1000 acfm, passive vents/flares too.; 7/13-37 wells.",166774,HH,872.35,412.815,410.0045,194.02304999999998,7872.0864,3725.2425599999997,220418.4192,104306.79168,1.3216593665679304,0.6254379680285895
441,1007240.0,695,Hardin County Landfill,KY,Pearl Hollow Landfill,1620 Audubon Trace,Elizabethtown,Hardin,42701,37.7361,-85.6994,No,Public,"Hardin County Fiscal Court, KY","Republic Services, Inc.",1997.0,2184.0,Open,,63.5,,,32795071.0,5008945,2022.0,171190,2022.0,No,Not used,No,2.084,Yes,1.379,2022.0,53.7,Yes,,0.737,2022.0,"2012-47 wells, system capacity=2000 acfm.",37477,HH,760.6600000000001,503.335,408.47442000000007,270.290895,7842.708864000001,5189.585184,219595.84819200003,145308.385152,5.859483101422207,3.8772683286282255
871,1002813.0,2051,Anderson Regional Landfill,SC,ARL/Big Creek LF,203 Landfill Road,Belton,Anderson,29627,34.5752,-82.458,No,Private,"Waste Connections, Inc.","Waste Connections, Inc.",1972.0,2037.0,Open,113.0,90.3,,,8941483.0,8165321,2022.0,298114,2022.0,No,Not used,No,2.883,Yes,0.465,2022.0,38.5,Yes,,,,"2012-91 wells, system capacity=2800 acfm.; 2/22-System was installed in 1999.",246753,HH,1052.295,169.72500000000002,405.13357500000006,65.344125,7778.5646400000005,1254.6072000000001,217799.80992000003,35129.0016,0.8826632702337966,0.14236504358609622
760,1002581.0,1186,Hoffman Road Sanitary LF,OH,,3962 Hoffman Road,Toledo,Lucas,43611,41.6933,-83.5056,No,Public,"City of Toledo, OH",Hoffman Road Sanitary LF,1975.0,2087.0,Open,,91.2,,,10095593.0,7905406,2022.0,158125,2022.0,No,Not used,No,2.45,Yes,0.967,2022.0,45.3,Yes,,0.967,2022.0,"3/03-Flare burns LFG 24 hours per day.; 2012-67 wells, system capacity=2100 acfm.",13899,"C,HH",894.2500000000001,352.955,405.09525,159.888615,7777.8288,3069.8614079999998,217779.2064,85956.11942399999,15.668696050075544,6.184338400172673
29,1007796.0,2204,Three Corners Landfill,AL,,2205 County Road 6,Piedmont,Cherokee,36272,33.9962,-85.7254,No,Private,WM,WM,1998.0,2233.0,Open,,67.0,,,36281318.0,5814411,2022.0,132798,2022.0,Yes,Several times per year,No,2.191,Yes,1.084,2022.0,50.4,Yes,,0.475,2022.0,"2012-38 wells, system capacity=3000 scfm.",55750,HH,799.7149999999999,395.66,403.05636,199.41264,7738.6821119999995,3828.722688,216683.09913599998,107204.23526399999,3.886692361183856,1.922945924017937
425,1007990.0,668,Oak Grove Landfill,KS,Deffenbaugh,1150 E 700th Avenue,Arcadia,Crawford,66711,37.62973,-94.64125,No,Private,GFL Environmental USA Inc.,,1991.0,2030.0,Open,100.0,40.0,50.0,,8919009.0,5209269,2022.0,224243,2022.0,Yes,Several times per year,No,2.025,Yes,1.591,2022.0,54.1,Yes,1.0,0.686,2022.0,"2012-31 wells, system capacity=2195 acfm.; 2/14-GCS built in 2007 with major expansion in 2009.",41003,"C,HH",739.125,580.715,399.866625,314.16681500000004,7677.4392,6032.002848000001,214968.2976,168896.07974400002,5.242745594224813,4.119115180450211
990,1007670.0,2396,New Boston Landfill,TX,,1030 Highway 82 West,New Boston,Bowie,75570,33.471908,-94.447844,No,Private,WM,WM,1968.0,2059.0,Open,53.9,53.1,,,11308079.0,7386320,2022.0,158899,2022.0,No,Not used,No,2.27,Yes,1.243,2022.0,48.2,Yes,2.0,1.243,2022.0,"2012-37 wells, system capacity=1400 scfm.; 7/13-GCCS installed in 2001.",47163,"C,HH",828.55,453.69500000000005,399.3611,218.68099000000004,7667.73312,4198.675008,214696.52736,117562.90022400001,4.552223721137333,2.4926934296800463
508,1007646.0,2250,Crossroads LF,ME,Norridgewock LF,357 Mercer Road,Norridgewock,Somerset,04957,44.6888,-69.8652,No,Private,WM,WM,1976.0,2043.0,Open,107.0,94.3,,57.0,19032634.0,11062801,2022.0,371919,2022.0,Yes,Occasionally but not every year,No,2.12,Yes,1.977,2022.0,51.6,Yes,2.0,0.654,2022.0,"9/10-94 wells over 66 acres, system installed in 2001, 2 open flares.; 2012-78 wells, system capacity=4800 acfm, passive vents/flares too.",26508,"C,HH",773.8000000000001,721.605,399.28080000000006,372.34818,7666.191360000001,7149.085056,214653.35808000003,200174.381568,8.097682136713447,7.551470558623812
1092,1004328.0,1697,Janesville City/Rock County Landfill,WI,,525 Blackbridge Road,Janesville,Rock,53545,42.7046,-89.0218,Yes,Public,"City of Janesville, WI","City of Janesville, WI",1985.0,2036.0,Open,,70.2,95.0,80.0,10181384.0,5611938,2022.0,180645,2022.0,Yes,Occasionally but not every year,No,2.43,Yes,0.694,2022.0,44.7,Yes,,0.079,2022.0,"5/05-35 gas collection wells.; 2012-42 wells, system capacity=1600 acfm, passive vents/flares too.",143958,HH,886.95,253.30999999999997,396.46665,113.22957,7612.15968,2174.007744,213140.47104,60872.216832,1.4805739940816072,0.422847058392031
87,1002896.0,58,Bakersfield Metropolitan SLF (BENA),CA,,"2951 Neumarkel Road
17 miles E of Bakersfield, off Hwy 58",Edison,Kern,93220,35.34387,-118.75847,No,Public,"Kern County, CA","Kern County, CA",1992.0,2043.0,Open,229.0,114.5,200.0,100.0,48847299.0,12413341,2022.0,511012,2022.0,Yes,Several times per year,No,2.087,Yes,1.831,2022.0,52.0,Yes,1.0,1.831,2022.0,"4/09-GCCS installed in 2004, (1) John Zink ZTOF 1,200 cfm flare.; 9/10-35 wells, gas collection began in 2004, 1 enclosed flare.; 2012-47 wells, system capacity=1200 acfm.",41041,HH,761.7550000000001,668.3149999999999,396.11260000000004,347.5238,7605.36192,6672.4569599999995,212950.13376,186828.79488,5.188716984478936,4.552247627494457
102,1006322.0,122,Cold Canyon LF Solid Waste Disposal Site,CA,,2268 Carpenter Canyon Road,San Luis Obispo,San Luis Obispo,93401,35.1873,-120.59579,Yes,Private,Corral de Piedra Land Company,"Waste Connections, Inc.",1965.0,2064.0,Open,88.0,88.0,,,19123273.0,7077576,2022.0,253260,2022.0,Yes,Several times per year,No,2.186,Yes,1.439,2022.0,49.4,Yes,1.0,0.001,2022.0,"5/08-41 vertical wells and 30,000 feet of piping.; 2012-67 wells, system capacity=1100 acfm.",32134,HH,797.89,525.235,394.15765999999996,259.46609,7567.827071999999,4981.748928,211899.15801599997,139488.969984,6.594235327565817,4.340852990103939
570,1007742.0,1993,Spruce Ridge Landfill,MN,Spruce Ridge Resource Mgmt Facility,12755 137th Street,Glencoe,McLeod,55336,44.81586,-94.24837,No,Private,WM,WM,1973.0,2113.0,Open,,93.3,,80.0,24093884.0,8507763,2022.0,180901,2022.0,No,Not used,Yes,2.02,Yes,1.243,2022.0,53.2,Yes,1.0,0.077,2022.0,"2012-46 wells, system capacity=2820 acfm.; 2/22-GCCS was installed in Sept 1996.",44781,"C,HH",737.3,453.69500000000005,392.2436,241.36574000000005,7531.07712,4634.222208000001,210870.15936,129758.22182400004,4.7089202867287465,2.8976177803979373
954,1007802.0,1816,City of Victoria Landfill,TX,,18545 FM 1686,Bloomington,Victoria,77951,28.6934,-96.9067,Yes,Public,"City of Victoria, TX","Republic Services, Inc.",1983.0,2027.0,Open,136.0,75.0,,72.0,10008346.0,5430577,2022.0,164368,2022.0,No,Not used,No,2.54,Yes,1.437,2022.0,42.2,Yes,1.0,0.0,2022.0,"7/01-Site currently has an operational GCCS.; 9/10-71 wells over 72 acres, 1 candlestick flare.; 2012-71 wells, system capacity=1950 acfm.",15783,HH,927.1,524.505,391.23620000000005,221.34111000000001,7511.7350400000005,4249.749312,210328.58112000002,118992.980736,13.326273909903062,7.539313231704999
57,1003683.0,1787,City of Glendale Municipal Landfill,AZ,,11480 W Glendale Avenue,Glendale,Maricopa,85307,33.5364,-112.3065,No,Public,"City of Glendale, AZ","City of Glendale, AZ",1973.0,2061.0,Open,260.0,141.6,,,33661993.0,12305865,2022.0,415859,2022.0,Yes,Occasionally but not every year,No,2.732,Yes,1.697,2022.0,39.2,Yes,,1.697,2022.0,"2012-79 wells, system capacity=2100 acfm.",44455,HH,997.1800000000001,619.405,390.89456,242.80676,7505.175552,4661.889792,210144.915456,130532.91417599999,4.727137902508154,2.93629319932516
453,1003693.0,690,"Tri-K Landfill, Inc.",KY,Addington Environmental/Tri-K,1905 Kentucky Highway 3249,Stanford,Lincoln,40484,37.47,-84.6599,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1970.0,2303.0,Open,,62.2,,,29530103.0,8091578,2022.0,109154,2022.0,No,Not used,No,2.56,Yes,1.424,2022.0,41.8,Yes,,1.424,2022.0,"2012-60 wells, system capacity=3000 acfm.",18428,"C,HH",934.4,519.76,390.57919999999996,217.25967999999997,7499.120639999999,4171.385855999999,209975.37791999997,116798.80396799996,11.394366069025395,6.338116125895374
83,1007710.0,47,Antelope Valley Recycling and Disposal Facility,CA,Palmdale Landfill,1200 W. City Ranch Road,Palmdale,Los Angeles,93551,34.56768,-118.14994,No,Private,WM,WM,1958.0,2034.0,Open,123.0,82.7,,147.0,23693955.0,12645970,2022.0,836946,2022.0,No,Not used,No,2.381,Yes,2.113,2022.0,44.9,Yes,1.0,2.113,2022.0,"1/03-One flare being designed for 2,200 scfm, but will flare 850 scfm to start in 2003.; 9/10-42 wells over 57 acres, system installed in 2005, 1 enclosed flare.; 2012-44 wells, system capacity=2200 scfm.",58294,"C,HH",869.0649999999999,771.245,390.21018499999997,346.28900500000003,7492.035551999999,6648.748896,209776.99545599998,186164.969088,3.598603551926441,3.1935528371358974
403,1003240.0,562,Medora SLF,IN,,546 County Road 870 West,Medora,Jackson,47260,38.8671,-86.1997,No,Private,"Rumpke of Indiana, LLC","Rumpke of Indiana, LLC",1971.0,2040.0,Open,150.0,89.5,120.0,80.0,23147069.0,7552746,2022.0,538358,2022.0,Yes,Occasionally but not every year,No,1.95,Yes,1.618,2022.0,54.8,Yes,,1.618,2022.0,2010-Passive venting only.,74903,"C,HH",711.75,590.57,390.03899999999993,323.63236,7488.7487999999985,6213.741312,209684.96639999995,173984.756736,2.7994201353750845,2.3228009123266093
170,1011371.0,327,Yolo County Central LF,CA,Yolo County Municipal LF,44090 County Road 28H,Woodland,Yolo,95776,38.59028,-121.69222,Yes,Public,"Yolo County, CA","Yolo County, CA",1975.0,2124.0,Open,473.0,190.0,60.0,,61456096.0,9130278,2022.0,198500,2022.0,No,Occasionally but not every year,Yes,2.232,Yes,1.848,2022.0,47.8,Yes,,0.487,2022.0,11/19-GCCS installed in 1988 with 95 wells.,21327,HH,814.6800000000001,674.52,389.41704000000004,322.42055999999997,7476.807168,6190.474751999999,209350.600704,173333.29305599997,9.816223599381066,8.127410937121956
75,1004121.0,12141,State Route 85 Landfill,AZ,,28633 W. Patterson Road,Buckeye,Maricopa,85326,33.178917,-112.66485,No,Public,"City of Phoenix, AZ","City of Phoenix, AZ",2006.0,2100.0,Open,368.0,94.0,,,29510617.0,15687676,2022.0,1134607,2022.0,Yes,Occasionally but not every year,No,2.278,Yes,1.455,2022.0,46.6,Yes,3.0,1.455,2022.0,"2012-53 wells, system capacity=2100 acfm.; 5/12-Initial phase of GCCS became operational Sept. 2007.; 4/17-43 horizontal collectors & 5 vertical wells, 3 enclosed Perennial Energy flares (1,500 cfm, 2,100 cfm, 2,000 cfm).",174229,HH,831.47,531.075,387.46502000000004,247.48095000000004,7439.328384,4751.63424,208301.194752,133045.75872,1.195559836491055,0.7636257954760689
618,1001943.0,1059,Blackburn SLF,NC,Catawba County LF,4017 Rocky Ford Road,Newton,Catawba,28658,35.6077,-81.31,Yes,Public,"Catawba County, NC","Catawba County, NC",1981.0,2075.0,Open,364.5,134.0,,,16537500.0,5858545,2022.0,246844,2022.0,No,Not used,No,2.085,Yes,1.16,2022.0,50.9,Yes,1.0,0.83,2022.0,"2012-105 wells, system capacity=1400 acfm.; 9/17-Adding new / replacment wells.",109496,"C,HH",761.025,423.4,387.361725,215.51059999999998,7437.345119999999,4137.8035199999995,208245.66335999998,115858.49855999998,1.9018563542047195,1.0581071323153355
497,1004330.0,745,Eastern Sanitary Landfill Solid Waste Management Facility (ESL),MD,,6257 Days Cove Road,White Marsh,Baltimore,21162,39.3948,-76.3964,No,Public,"Baltimore County, MD","Baltimore County, MD",1983.0,2027.0,Open,142.0,142.0,70.0,50.0,11645374.0,8531139,2022.0,559341,2022.0,No,Not used,No,1.834,Yes,1.673,2022.0,57.5,Yes,2.0,0.256,2022.0,"9/10-76 wells over 76 acres, gas collection began in 1998, 1 enclosed flare.; 2012-122 wells, system capacity=1300 acfm, passive vents/flares too.",95672,"C,HH",669.4100000000001,610.645,384.91075,351.12087499999996,7390.2864,6741.520799999999,206928.0192,188762.58239999998,2.1628900744209383,1.973018044987039
450,1005270.0,679,Rumpke/Montgomery County LF,KY,Mt. Sterling LF,"30 Larison Road
8 mi. S. of Mt. Sterling off of KY Rt. 11",Jeffersonville,Montgomery,40337,37.9506,-83.9529,No,Private,Rumpke,Rumpke,1973.0,2035.0,Open,68.0,63.4,,,8312659.0,6256337,2022.0,321941,2022.0,No,Not used,No,1.92,Yes,0.824,2022.0,54.3,Yes,,0.824,2022.0,2/22-GCCS being installed by County for the RNG project.,171978,"C,HH",700.8,300.76,380.53439999999995,163.31267999999997,7306.260479999999,3135.6034559999994,204575.29343999998,87796.89676799998,1.1895433918291873,0.5105123723266928
885,1006351.0,2105,Three Rivers Regional Subtitle D MSWLF,SC,Aiken County Subtitle D LF,9900 Atomic Road Savannah River Site,Jackson,Aiken,29831,33.258457,-81.734433,No,Public,"Three Rivers Solid Waste Authority, SC","Three Rivers Solid Waste Authority, SC",1998.0,2071.0,Open,289.0,85.0,170.0,80.0,28665000.0,6248896,2022.0,334783,2022.0,No,Occasionally but not every year,No,2.147,Yes,1.391,2022.0,48.5,Yes,1.0,1.02,2022.0,"12/08-28 vertical wells and one candlestick flare.; 11/09-Initial GCS operational June 2007 (2,500 cfm flare).; 2012-48 wells.",129852,HH,783.655,507.71500000000003,380.072675,246.24177500000002,7297.3953599999995,4727.84208,204327.07007999998,132379.57824,1.5735381055355326,1.0194650697717402
762,1005878.0,1908,Lake County SWF,OH,Network Energy of Lake Co.; Lake County LF,2039 Blase Nemeth Road,Painesville,Lake,44077,41.756,-81.2004,Yes,Public,"Lake County, OH","Lake County, OH",1976.0,2048.0,Open,250.0,200.0,,,15639184.0,9428879,2022.0,247400,2022.0,No,Not used,No,2.016,Yes,1.666,2022.0,51.6,Yes,1.0,1.666,2022.0,"5/05-200 gas collection wells.; 2012-182 wells, system capacity=1874 acfm.",88189,HH,735.84,608.0899999999999,379.69344,313.77443999999997,7290.114048,6024.469247999999,204123.193344,168685.13894399998,2.3146105902550205,1.9127684738913013
669,1005097.0,1748,L.P. Gill LF,NE,,1402 Highway 20,Jackson,Dakota,68743,42.47269,-96.61456,No,Private,L.P. Gill,L.P. Gill,1981.0,2032.0,Open,,70.4,90.0,,12727177.0,6591995,2022.0,273338,2022.0,Yes,Several times per year,No,1.96,Yes,1.195,2022.0,53.0,Yes,1.0,0.066,2022.0,"1/08-39 gas wells over 30 acres, 70-100 ft deep.; 9/10-GCCS installed in late 2007, 42 wells.; 2012-55 wells, system capacity=4000 acfm.",85317,"C,HH",715.4,436.175,379.16200000000003,231.17275,7279.910400000001,4438.5168,203837.49120000002,124278.4704,2.389177903583108,1.456667140194803
443,1002341.0,688,Laurel Ridge Landfill Inc.,KY,Laurel County LF,3612 East Highway 552,Lily,Laurel,40740,37.01111,-84.07897,No,Private,"Waste Connections, Inc.","Waste Connections, Inc.",1978.0,2048.0,Open,,104.8,,,17258752.0,8938503,2022.0,404381,2022.0,Yes,Occasionally but not every year,No,1.828,Yes,0.657,2022.0,56.8,Yes,,0.0,2022.0,"2012-57 wells, system capacity=2294 acfm.",42579,HH,667.22,239.805,378.98096,136.20924,7276.434431999999,2615.217408,203740.16409599996,73226.087424,4.784991758754314,1.719770013950539
466,1003357.0,707,Magnolia Landfill,LA,Ouachita Parish LF,"1000 Russell Sage Road
0.25 miles south of I-20, exit 124",Monroe,Ouachita,71202,32.478,-91.998,No,Private,WM,WM,1986.0,2092.0,Open,202.0,129.3,140.0,83.0,20581520.0,8521227,2022.0,144929,2022.0,No,Not used,No,3.72,Yes,1.078,2022.0,27.8,Yes,2.0,1.078,2022.0,"5/07-Installing several additional gas wells in addition to existing GCCS.; 2010-97 wells, system capacity=3000 scfm.",13449,"C,HH",1357.8000000000002,393.47,377.4684000000001,109.38466000000001,7247.393280000001,2100.185472,202927.01184000002,58805.193216,15.08863200535356,4.372458414454607
408,1007581.0,556,Oak Ridge RDF,IN,Byers RDF,2905 South 150 East,Logansport,Cass,46947,40.71977,-86.3462,No,Private,WM,WM,1988.0,2088.0,Open,,83.1,,,21718156.0,8909761,2022.0,319614,2022.0,No,Occasionally but not every year,No,1.98,Yes,1.545,2022.0,52.1,Yes,1.0,0.002,2022.0,"10/08-42 wells.; 2012-74 wells, system capacity=2654 acfm.",19204,"C,HH",722.7,563.925,376.52670000000006,293.80492499999997,7229.312640000001,5641.05456,202420.75392000002,157949.52768,10.540551651739221,8.224824394917725
1055,1007662.0,2133,New River Resource Authority SWMF,VA,Cloyd's Mountain Regional Landfill,7100 Cloyd's Mountain Road,Dublin,Pulaski,24084,37.1975,-80.685,No,Public,"New River Resource Authority (NRRA), VA","New River Resource Authority (NRRA), VA",1997.0,2045.0,Open,350.0,37.0,100.0,,8423100.0,4230822,2022.0,225102,2022.0,No,Not used,No,1.87,Yes,1.241,2022.0,53.8,Yes,1.0,0.251,2022.0,"10/10-16 vertical wells and (1) 1,250 cfm utility flare, GCCS began on 1/14/08.; 2010-16 wells, system capacity=1250 acfm.",52113,HH,682.5500000000001,452.96500000000003,367.21189999999996,243.69517,7050.468479999999,4678.947263999999,197413.11743999997,131010.52339199999,3.7881741108744453,2.513970091762132
173,1008019.0,1720,Colorado Springs Landfill,CO,Colorado Springs SWDS,1010 Blaney Road,Colorado Springs,El Paso,80929,38.843,-104.58,No,Private,WM,WM,1968.0,2075.0,Open,362.0,155.5,,74.0,30632927.0,11514981,2022.0,309439,2022.0,No,Not used,No,1.97,Yes,0.215,2022.0,51.0,Yes,,0.215,2022.0,2012-Passive vents/flares only.,32525,"C,HH",719.05,78.475,366.71549999999996,40.02225,7040.937599999999,768.4272,197146.2528,21515.9616,6.061375950807071,0.6615207255956955
1023,1007282.0,1541,Davis County Landfill,UT,Davis County Solid Waste Management SSD LF; Wasatch Integrated Waste Management District MSW Landfill; Davis Landfill,"1997 E 3500 N
650 East Highway 193",Layton,Davis,84040,41.114,-111.931,Yes,Private,"Wasatch Integrated Waste Management District, UT","Wasatch Integrated Waste Management District, UT",1953.0,2042.0,Open,25.0,14.0,,,9670454.0,5150066,2022.0,205199,2022.0,No,Not used,No,2.283,Yes,2.099,2022.0,44.0,Yes,2.0,1.139,2022.0,"6/04-GCCS was installed several years ago to control gas migration and decrease odor.; 2012-29 wells, system capacity=1200 acfm, passive vents/flares too.",48019,HH,833.295,766.1350000000001,366.64979999999997,337.09940000000006,7039.676159999999,6472.308480000001,197110.93247999996,181224.63744000002,4.104852922384889,3.7740193973218936
472,1004673.0,717,Tangipahoa Parish Regional Solid Waste Facility,LA,,57510 Hano Road,Independence,Tangipahoa,70443,30.6862,-90.5653,No,Public,"Tangipahoa Parish Government, LA","Tangipahoa Parish Government, LA",1987.0,2043.0,Open,,48.0,,40.0,8941531.0,5068836,2022.0,177468,2022.0,No,Not used,No,1.96,Yes,0.568,2022.0,50.7,Yes,,0.568,2022.0,"7/10-Wells installed, flare & blowers will be connected soon.; 2010-14 wells, system capacity=1400 acfm.; 6/11-Flaring since Oct. 2010.",31420,HH,715.4,207.32,362.7078,105.11124,6963.98976,2018.1358079999998,194991.71328000003,56507.802623999996,6.205974324633992,1.798466028771483
578,1003969.0,830,Columbia SLF,MO,City of Columbia SLF,5700 Peabody Road,Columbia,Boone,65202,39.0144,-92.2541,No,Public,"City of Columbia, MO","City of Columbia, MO",1986.0,2029.0,Open,107.0,91.0,120.0,100.0,6780075.0,5479431,2022.0,185196,2022.0,Yes,Several times per year,Yes,2.04,Yes,1.023,2022.0,48.5,Yes,1.0,0.0,2022.0,"4/09-GCCS installed in 1993, 32 wells online in 2005, 47 wells by Dec. 2007.; 2010-55 wells, system capacity=2000 acfm.; 6/12-51 wells.",29177,"C,HH",744.6,373.395,361.13100000000003,181.09657499999997,6933.715200000001,3477.0542399999995,194144.02560000002,97357.51872,6.654009171607774,3.336789893409192
